url,date,title,statement_type,member_id,congress,member_uri,name,chamber,state,party,subjects/0/name,subjects/0/slug,subjects/0/api_uri
https://www.burr.senate.gov/press/releases/former-fbi-director-comey-agrees-to-testify-in-open-session-at-senate-intel-committee-,2017-05-19,Former FBI Director Comey Agrees to Testify in Open Session at Senate Intel Committee,Press Release,B001135,115,https://api.propublica.org/congress/v1/members/B001135.json,Richard M. Burr,Senate,NC,R,,,
https://www.lgraham.senate.gov/public/index.cfm/press-releases?ContentRecord_id=4FACB3E8-7B4E-4506-A150-E38350F3723B,2017-05-19,Graham On Former FBI Director Comey's Decision Not To Testify Before the Judiciary Committee,Press Release,G000359,115,https://api.propublica.org/congress/v1/members/G000359.json,Lindsey Graham,Senate,SC,R,,,
https://www.grassley.senate.gov/news/news-releases/grassley-feinstein-extremely-disappointed-comey%E2%80%99s-refusal-testify-judiciary,2017-05-19,"Grassley, Feinstein Extremely Disappointed with Comey’s Refusal to Testify before Judiciary Committee",Press Release,G000386,115,https://api.propublica.org/congress/v1/members/G000386.json,Charles E. Grassley,Senate,IA,R,,,
https://biggs.house.gov/media/newsletters/newsletter-trump-comey-russia-police-week,2017-05-19,Newsletter - On Trump-Comey-Russia &amp; Police Week,Press Release,B001302,115,https://api.propublica.org/congress/v1/members/B001302.json,Andy Biggs,House,AZ,R,,,
http://adams.house.gov/media-center/press-releases/adams-statement-recent-reports-president-trump-bragged-russians-about,2017-05-19,Adams Statement on Recent Reports that President Trump Bragged to Russians about Firing Director Comey,Press Release,A000370,115,https://api.propublica.org/congress/v1/members/A000370.json,Alma  Adams,House,NC,D,,,
https://www.merkley.senate.gov/news/in-the-news/senate-inquiries-narrow-as-rosenstein-suggests-plan-to-fire-comey-predated-memo,2017-05-18,Senate Inquiries Narrow as Rosenstein Suggests Plan to Fire Comey Predated Memo,Press Release,M001176,115,https://api.propublica.org/congress/v1/members/M001176.json,Jeff Merkley,Senate,OR,D,,,
https://www.feinstein.senate.gov/public/index.cfm/press-releases?ID=4C204926-4C20-4D4D-9928-D18025A78A65,2017-05-18,"Feinstein Speaks on Comey Firing, Judiciary Committee Investigation",Press Release,F000062,115,https://api.propublica.org/congress/v1/members/F000062.json,Dianne Feinstein,Senate,CA,D,,,
https://www.feinstein.senate.gov//public/index.cfm/press-releases?ContentRecord_id=4C204926-4C20-4D4D-9928-D18025A78A65,2017-05-18,"Feinstein Speaks on Comey Firing, Judiciary Committee Investigation",Press Release,F000062,115,https://api.propublica.org/congress/v1/members/F000062.json,Dianne Feinstein,Senate,CA,D,,,
https://garretgraves.house.gov/media-center/press-releases/graves-statement-comey-memo,2017-05-17,Graves Statement on Comey Memo,Press Release,G000577,115,https://api.propublica.org/congress/v1/members/G000577.json,Garret Graves,House,LA,R,,,
https://costa.house.gov/media-center/press-releases/costa-responds-reports-comey-memo,2017-05-17,Costa Responds to Reports of Comey Memo,Press Release,C001059,115,https://api.propublica.org/congress/v1/members/C001059.json,Jim Costa,House,CA,D,,,
https://hurd.house.gov/media-center/press-releases/hurd-statement-reports-comey-memos,2017-05-17,Hurd Statement on Reports of Comey Memos,Press Release,H001073,115,https://api.propublica.org/congress/v1/members/H001073.json,Will Hurd,House,TX,R,,,
https://anthonybrown.house.gov/media/in-the-news/trump-ousted-comey-now-lawmaker-wants-make-it-harder-fire-fbi-chiefs,2017-05-17,Trump ousted Comey. Now this lawmaker wants to make it harder to fire FBI chiefs,Press Release,B001304,115,https://api.propublica.org/congress/v1/members/B001304.json,Anthony Brown,House,MD,D,,,
https://www.feinstein.senate.gov/public/index.cfm/press-releases?ID=43A5BBB4-CFB4-42A6-B3F7-2185E4079A09,2017-05-17,Judiciary Committee Leaders Seek Copies of Reported Comey Memos and Possible Trump Tapes,Press Release,F000062,115,https://api.propublica.org/congress/v1/members/F000062.json,Dianne Feinstein,Senate,CA,D,,,
https://www.reed.senate.gov/news/releases/-reed-calls-for-justice-department-watchdog-to-investigate-sessions-role-in-comey-firing,2017-05-17,Reed Calls for Justice Department Watchdog to Investigate Sessions’ Role in Comey Firing,Press Release,R000122,115,https://api.propublica.org/congress/v1/members/R000122.json,Jack Reed,Senate,RI,D,,,
http://poe.house.gov/press-releases?ID=E72BB7FB-3254-4B4C-866A-8AAEEFF502B4,2017-05-17,CONGRESSMAN POE RELEASES STATEMENT ADDRESSING COMEY MEMO,Press Release,P000592,115,https://api.propublica.org/congress/v1/members/P000592.json,Ted Poe,House,TX,R,James Comey,james-comey,https://api.propublica.org/congress/v1/statements/subject/james-comey.json
https://www.burr.senate.gov/press/releases/_-notification-senate-intel-committee-seeks-additional-information-from-comey-mccabe,2017-05-17,"Notification: Senate Intel Committee Seeks Additional Information from Comey, McCabe",Press Release,B001135,115,https://api.propublica.org/congress/v1/members/B001135.json,Richard M. Burr,Senate,NC,R,James Comey,james-comey,https://api.propublica.org/congress/v1/statements/subject/james-comey.json
http://beyer.house.gov/news/documentsingle.aspx?DocumentID=589,2017-05-17,Beyer Statement on Comey Memo,Press Release,B001292,115,https://api.propublica.org/congress/v1/members/B001292.json,Donald Beyer,House,VA,D,James Comey,james-comey,https://api.propublica.org/congress/v1/statements/subject/james-comey.json
